task_id,task_description,deadline,priority,assigned_user,user_workload,past_task_behavior,category,status,time_taken_(hours),deadline_days_remaining,task_length,has_keyword_urgent,is_weekend_deadline,category_encoded,status_encoded,priority_encoded,is_completed,user_current_load,past_behavior_score,workload,deadline_days,task_description_clean
T0251,Resolve payment gateway timeout issue,2025-09-03,High,User_3,10.0,on-time,Management,Completed,11.0,44.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,13.0,0.25,2.408045977011494,44.0,resolve payment gateway timeout issue
T0063,Clean up old logs from server,2025-08-01,Low,User_9,7.0,late,Management,In Progress,0.0,11.0,6.0,0.0,0.0,4.0,1.0,1.0,0.0,17.0,0.3076923076923077,1.8390804597701147,11.0,clean old log server
T0053,Send status update to manager,2025-08-13,Low,User_2,8.0,on-time,Testing,Pending,0.0,23.0,5.0,0.0,0.0,5.0,2.0,1.0,0.0,18.0,0.4814814814814814,1.8237547892720305,23.0,send status update manager
synthetic_97057,Setup monitoring for production servers.,2025-08-15,Urgent,user10,2.0,Excellent,DevOps,To Do,9.349034859276792,,,,,,,,,,,,,setup monitoring production server
T0227,Fix critical bug in deployment pipeline,2025-07-29,High,User_7,3.0,on-time,Documentation,Completed,4.9,8.0,6.0,1.0,1.0,3.0,0.0,0.0,1.0,20.0,0.3823529411764705,1.342911877394636,8.0,fix critical bug deployment pipeline
T0147,Create UI wireframes for feature,2025-07-28,Medium,User_8,4.0,late,Testing,Completed,7.9,7.0,5.0,0.0,0.0,5.0,0.0,2.0,1.0,15.0,0.3870967741935484,1.1034482758620687,7.0,create ui wireframes feature
T0064,Clean up old logs from server,2025-09-11,Low,User_7,5.0,delayed,Development,Completed,6.8,52.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,20.0,0.3823529411764705,2.3237547892720305,52.0,clean old log server
T0290,Restore database from backup,2025-08-30,High,User_9,9.0,on-time,Design,Pending,0.0,40.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.3076923076923077,1.8946360153256705,40.0,restore database backup
synthetic_84318,Create onboarding manual for new developers.,2025-08-03,Urgent,user7,8.0,On Time,Documentation,To Do,6.053766670927303,,,,,,,,,,,,,create onboarding manual new developer
synthetic_57303,Implement search functionality.,2025-08-17,Urgent,user1,6.0,Needs Improvement,Development,To Do,8.054563674974755,,,,,,,,,,,,,implement search functionality
T0010,Update internal documentation,2025-08-05,Low,User_5,9.0,on-time,Documentation,Completed,8.4,15.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,20.0,0.3235294117647059,1.1302681992337165,15.0,update internal documentation
T0163,Write integration tests for API,2025-09-03,Medium,User_7,4.0,delayed,Design,In Progress,0.0,44.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,20.0,0.3823529411764705,1.7413793103448274,44.0,write integration test api
T0248,Resolve payment gateway timeout issue,2025-08-03,High,User_2,6.0,late,Documentation,Completed,10.7,13.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,18.0,0.4814814814814814,1.42911877394636,13.0,resolve payment gateway timeout issue
T0233,Fix critical bug in deployment pipeline,2025-07-30,High,User_7,3.0,delayed,Testing,Completed,11.0,9.0,6.0,1.0,0.0,5.0,0.0,0.0,1.0,20.0,0.3823529411764705,1.360153256704981,9.0,fix critical bug deployment pipeline
T0133,Update user guides,2025-08-31,Medium,User_10,4.0,delayed,Documentation,In Progress,0.0,41.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,17.0,0.3103448275862069,1.0229885057471264,41.0,update user guide
synthetic_26293,Create wireframes for onboarding screens.,2025-07-31,High,user9,4.0,Excellent,Design,To Do,7.45891673800536,,,,,,,,,,,,,create wireframes onboarding screen
synthetic_74495,Update color palette and typography.,2025-08-15,Urgent,user8,5.0,On Time,Design,To Do,10.457119812982445,,,,,,,,,,,,,update color palette typography
T0239,Resolve payment gateway timeout issue,2025-08-02,High,User_4,7.0,delayed,Testing,Pending,0.0,12.0,5.0,0.0,1.0,5.0,2.0,0.0,0.0,14.0,0.28,1.5229885057471262,12.0,resolve payment gateway timeout issue
T0042,Clean up old logs from server,2025-09-10,Low,User_4,4.0,late,Design,In Progress,0.0,51.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.28,2.1954022988505746,51.0,clean old log server
synthetic_84126,Prepare user guide for module deployment.,2025-08-12,Urgent,user9,1.0,Late,Documentation,To Do,10.429359294889036,,,,,,,,,,,,,prepare user guide module deployment
T0282,Deploy hotfix for customer complaints,2025-07-23,High,User_10,10.0,delayed,Management,Pending,0.0,2.0,5.0,0.0,1.0,4.0,2.0,0.0,0.0,17.0,0.3103448275862069,1.6839080459770113,2.0,deploy hotfix customer complaint
T0110,Write integration tests for API,2025-08-29,Medium,User_3,1.0,on-time,DevOps,Pending,0.0,39.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,13.0,0.25,1.32183908045977,39.0,write integration test api
synthetic_46940,Write unit tests for payment module.,2025-07-27,Urgent,user7,1.0,Excellent,Testing,To Do,5.544458818346778,,,,,,,,,,,,,write unit test payment module
T0182,Refactor module for scalability,2025-08-15,Medium,User_9,2.0,late,Testing,Pending,0.0,25.0,4.0,0.0,0.0,5.0,2.0,2.0,0.0,17.0,0.3076923076923077,0.8582375478927202,25.0,refactor module scalability
T0091,Clean up old logs from server,2025-09-01,Low,User_1,6.0,delayed,Documentation,Completed,5.0,42.0,6.0,0.0,0.0,3.0,0.0,1.0,1.0,25.0,0.3888888888888889,2.2624521072796933,42.0,clean old log server
T0066,Update internal documentation,2025-09-06,Low,User_10,3.0,on-time,Documentation,In Progress,0.0,47.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,17.0,0.3103448275862069,1.0153256704980842,47.0,update internal documentation
synthetic_94121,Write unit tests for payment module.,2025-08-20,Urgent,user5,10.0,Excellent,Testing,To Do,9.881249523622095,,,,,,,,,,,,,write unit test payment module
T0198,Create UI wireframes for feature,2025-08-14,Medium,User_8,8.0,delayed,Development,Pending,0.0,24.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,15.0,0.3870967741935484,1.8409961685823752,24.0,create ui wireframes feature
T0246,Patch security vulnerability in auth system,2025-07-22,High,User_4,3.0,delayed,Testing,Completed,11.1,1.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,14.0,0.28,1.2222222222222223,1.0,patch security vulnerability auth system
T0245,Deploy hotfix for customer complaints,2025-08-29,High,User_6,1.0,on-time,DevOps,Completed,10.7,39.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,0.3823529411764705,1.32183908045977,39.0,deploy hotfix customer complaint
synthetic_73754,Create onboarding manual for new developers.,2025-07-31,Urgent,user7,10.0,Needs Improvement,Documentation,To Do,9.294337401325812,,,,,,,,,,,,,create onboarding manual new developer
T0211,Patch security vulnerability in auth system,2025-09-14,High,User_3,2.0,on-time,Testing,Pending,0.0,55.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,13.0,0.25,2.042145593869732,55.0,patch security vulnerability auth system
synthetic_52794,Create onboarding manual for new developers.,2025-07-27,High,user5,7.0,Late,Documentation,To Do,10.13567504930065,,,,,,,,,,,,,create onboarding manual new developer
synthetic_27262,Update color palette and typography.,2025-08-16,Urgent,user2,7.0,On Time,Design,To Do,4.895289600560544,,,,,,,,,,,,,update color palette typography
synthetic_62355,Prepare user guide for module deployment.,2025-07-22,Urgent,user10,8.0,Needs Improvement,Documentation,To Do,6.182966449417979,,,,,,,,,,,,,prepare user guide module deployment
synthetic_72571,Prepare user guide for module deployment.,2025-08-13,Urgent,user6,10.0,Excellent,Documentation,To Do,4.195971670023519,,,,,,,,,,,,,prepare user guide module deployment
T0205,Fix critical bug in deployment pipeline,2025-08-18,High,User_3,9.0,delayed,Management,Pending,0.0,28.0,6.0,1.0,0.0,4.0,2.0,0.0,0.0,13.0,0.25,2.3544061302682,28.0,fix critical bug deployment pipeline
synthetic_43204,Redesign profile section layout.,2025-08-17,Urgent,user8,3.0,On Time,Design,To Do,6.24584946799887,,,,,,,,,,,,,redesign profile section layout
T0144,Update user guides,2025-08-24,Medium,User_8,1.0,on-time,Testing,Pending,0.0,34.0,3.0,0.0,0.0,5.0,2.0,2.0,0.0,15.0,0.3870967741935484,0.5689655172413792,34.0,update user guide
synthetic_23326,Create onboarding manual for new developers.,2025-08-16,Low,user1,7.0,Excellent,Documentation,To Do,5.223022400078199,,,,,,,,,,,,,create onboarding manual new developer
T0257,Resolve payment gateway timeout issue,2025-07-28,High,User_5,1.0,late,Management,Completed,2.3,7.0,5.0,0.0,1.0,4.0,0.0,0.0,1.0,20.0,0.3235294117647059,0.7701149425287355,7.0,resolve payment gateway timeout issue
synthetic_87737,Setup monitoring for production servers.,2025-08-07,Urgent,user8,2.0,On Time,DevOps,To Do,11.090443250925714,,,,,,,,,,,,,setup monitoring production server
T0171,Update user guides,2025-08-05,Medium,User_10,1.0,delayed,DevOps,Pending,0.0,15.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,17.0,0.3103448275862069,0.2413793103448276,15.0,update user guide
synthetic_56601,Optimize CI/CD pipeline.,2025-07-24,Urgent,user1,2.0,Needs Improvement,DevOps,To Do,4.523913606931218,,,,,,,,,,,,,optimize cicd pipeline
T0220,Deploy hotfix for customer complaints,2025-09-16,High,User_1,3.0,on-time,Development,Completed,2.2,57.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,25.0,0.3888888888888889,1.854406130268199,57.0,deploy hotfix customer complaint
T0095,Update internal documentation,2025-08-22,Low,User_6,2.0,delayed,Development,In Progress,0.0,32.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,21.0,0.3823529411764705,0.6455938697318007,32.0,update internal documentation
T0097,Clean up old logs from server,2025-09-04,Low,User_1,3.0,on-time,Management,Completed,4.2,45.0,6.0,0.0,1.0,4.0,0.0,1.0,1.0,25.0,0.3888888888888889,1.9808429118773947,45.0,clean old log server
T0200,Create UI wireframes for feature,2025-08-05,Medium,User_8,7.0,late,Management,Pending,0.0,15.0,5.0,0.0,1.0,4.0,2.0,2.0,0.0,15.0,0.3870967741935484,1.5747126436781609,15.0,create ui wireframes feature
T0261,Restore database from backup,2025-08-13,High,User_9,6.0,on-time,Documentation,Pending,0.0,23.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,17.0,0.3076923076923077,1.2681992337164751,23.0,restore database backup
T0106,Update user guides,2025-09-08,Medium,User_2,1.0,late,Design,In Progress,0.0,49.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,18.0,0.4814814814814814,0.8275862068965517,49.0,update user guide
T0224,Restore database from backup,2025-08-17,High,User_10,2.0,on-time,Documentation,Pending,0.0,27.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,17.0,0.3103448275862069,0.89272030651341,27.0,restore database backup
synthetic_84318,Create onboarding manual for new developers.,2025-08-03,Urgent,user7,8.0,On Time,Documentation,To Do,6.053766670927303,,,,,,,,,,,,,create onboarding manual new developer
synthetic_76465,Allocate resources for upcoming milestone.,2025-07-22,Low,user10,8.0,Excellent,Management,To Do,10.117532422658398,,,,,,,,,,,,,allocate resource upcoming milestone
T0125,Create UI wireframes for feature,2025-09-13,Medium,User_7,9.0,delayed,DevOps,In Progress,0.0,54.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,20.0,0.3823529411764705,2.469348659003831,54.0,create ui wireframes feature
T0241,Resolve payment gateway timeout issue,2025-09-01,High,User_1,8.0,late,Development,Completed,5.6,42.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,0.3888888888888889,2.151340996168582,42.0,resolve payment gateway timeout issue
T0143,Refactor module for scalability,2025-08-29,Medium,User_1,8.0,delayed,Management,Pending,0.0,39.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,25.0,0.3888888888888889,1.7662835249042144,39.0,refactor module scalability
T0167,Refactor module for scalability,2025-07-22,Medium,User_7,7.0,delayed,Development,In Progress,0.0,1.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,20.0,0.3823529411764705,0.9999999999999998,1.0,refactor module scalability
synthetic_98017,Coordinate interdepartmental meeting.,2025-08-15,Urgent,user7,6.0,Late,Management,To Do,9.40768551628818,,,,,,,,,,,,,coordinate interdepartmental meeting
T0130,Write integration tests for API,2025-08-26,Medium,User_6,8.0,late,Design,Pending,0.0,36.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,21.0,0.3823529411764705,2.047892720306513,36.0,write integration test api
synthetic_55379,Refactor user authentication module.,2025-08-01,Medium,user10,9.0,On Time,Development,To Do,10.04260142917768,,,,,,,,,,,,,refactor user authentication module
T0104,Review peer pull requests,2025-09-18,Medium,User_4,4.0,delayed,Testing,Completed,5.0,59.0,4.0,0.0,1.0,5.0,0.0,2.0,1.0,14.0,0.28,1.6666666666666663,59.0,review peer pull request
synthetic_11423,Write API reference documentation.,2025-08-18,Urgent,user9,7.0,Needs Improvement,Documentation,To Do,8.602228647398437,,,,,,,,,,,,,write api reference documentation
T0207,Resolve payment gateway timeout issue,2025-07-22,High,User_8,2.0,late,Development,Completed,8.1,1.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,15.0,0.3870967741935484,0.7777777777777777,1.0,resolve payment gateway timeout issue
T0188,Review peer pull requests,2025-07-25,Medium,User_1,4.0,on-time,DevOps,Pending,0.0,4.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,25.0,0.3888888888888889,0.718390804597701,4.0,review peer pull request
synthetic_21180,Prepare user guide for module deployment.,2025-08-14,Low,user1,2.0,Excellent,Documentation,To Do,8.128065809600557,,,,,,,,,,,,,prepare user guide module deployment
synthetic_98017,Coordinate interdepartmental meeting.,2025-08-15,Urgent,user7,6.0,Late,Management,To Do,9.40768551628818,,,,,,,,,,,,,coordinate interdepartmental meeting
synthetic_97057,Setup monitoring for production servers.,2025-08-15,Urgent,user10,2.0,Excellent,DevOps,To Do,9.349034859276792,,,,,,,,,,,,,setup monitoring production server
T0291,Fix critical bug in deployment pipeline,2025-08-18,High,User_2,10.0,on-time,DevOps,In Progress,0.0,28.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0,0.4814814814814814,2.4655172413793105,28.0,fix critical bug deployment pipeline
synthetic_93154,Write unit tests for payment module.,2025-08-17,Low,user4,7.0,Excellent,Testing,To Do,7.961536082551952,,,,,,,,,,,,,write unit test payment module
T0124,Create UI wireframes for feature,2025-08-03,Medium,User_3,5.0,delayed,Development,In Progress,0.0,13.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,13.0,0.25,1.3180076628352488,13.0,create ui wireframes feature
synthetic_72571,Prepare user guide for module deployment.,2025-08-13,Urgent,user6,10.0,Excellent,Documentation,To Do,4.195971670023519,,,,,,,,,,,,,prepare user guide module deployment
synthetic_32669,Fix bugs in profile update API.,2025-07-24,Urgent,user4,1.0,Needs Improvement,Development,To Do,11.077699779135612,,,,,,,,,,,,,fix bug profile update api
T0008,Send status update to manager,2025-09-18,Low,User_8,8.0,on-time,DevOps,Completed,9.3,59.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,0.3870967741935484,2.444444444444444,59.0,send status update manager
T0297,Patch security vulnerability in auth system,2025-07-23,High,User_3,5.0,on-time,Management,Completed,6.1,2.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,13.0,0.25,1.4616858237547892,2.0,patch security vulnerability auth system
T0003,Clean up old logs from server,2025-07-29,Low,User_6,8.0,on-time,Documentation,Pending,0.0,8.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,21.0,0.3823529411764705,1.898467432950192,8.0,clean old log server
synthetic_92158,Write API reference documentation.,2025-08-07,High,user3,1.0,Excellent,Documentation,To Do,11.022094958231374,,,,,,,,,,,,,write api reference documentation
synthetic_11423,Write API reference documentation.,2025-08-18,Urgent,user9,7.0,Needs Improvement,Documentation,To Do,8.602228647398437,,,,,,,,,,,,,write api reference documentation
T0049,Clean up old logs from server,2025-09-15,Low,User_1,10.0,on-time,DevOps,In Progress,0.0,56.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0,0.3888888888888889,2.9482758620689653,56.0,clean old log server
synthetic_27262,Update color palette and typography.,2025-08-16,Urgent,user2,7.0,On Time,Design,To Do,4.895289600560544,,,,,,,,,,,,,update color palette typography
T0026,Schedule weekly team sync,2025-09-17,Low,User_8,2.0,on-time,Design,In Progress,0.0,58.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,15.0,0.3870967741935484,1.4272030651340994,58.0,schedule weekly team sync
T0263,Resolve payment gateway timeout issue,2025-08-19,High,User_5,8.0,late,Testing,Completed,4.3,29.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,20.0,0.3235294117647059,1.9272030651341,29.0,resolve payment gateway timeout issue
T0218,Restore database from backup,2025-09-17,High,User_8,2.0,on-time,Design,Completed,8.9,58.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.3870967741935484,1.4272030651340994,58.0,restore database backup
synthetic_84126,Prepare user guide for module deployment.,2025-08-12,Urgent,user9,1.0,Late,Documentation,To Do,10.429359294889036,,,,,,,,,,,,,prepare user guide module deployment
T0197,Update user guides,2025-08-11,Medium,User_7,5.0,late,Design,Completed,10.3,21.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,20.0,0.3823529411764705,0.789272030651341,21.0,update user guide
synthetic_15937,Prepare user guide for module deployment.,2025-07-23,Low,user1,7.0,On Time,Documentation,To Do,11.346086986618833,,,,,,,,,,,,,prepare user guide module deployment
synthetic_45040,Setup monitoring for production servers.,2025-08-20,Urgent,user7,9.0,Late,DevOps,To Do,11.25532166359304,,,,,,,,,,,,,setup monitoring production server
synthetic_97057,Setup monitoring for production servers.,2025-08-15,Urgent,user10,2.0,Excellent,DevOps,To Do,9.349034859276792,,,,,,,,,,,,,setup monitoring production server
T0199,Review peer pull requests,2025-08-04,Medium,User_6,5.0,delayed,DevOps,In Progress,0.0,14.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,21.0,0.3823529411764705,1.0019157088122603,14.0,review peer pull request
T0270,Patch security vulnerability in auth system,2025-08-30,High,User_7,10.0,on-time,Documentation,In Progress,0.0,40.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,20.0,0.3823529411764705,2.6724137931034484,40.0,patch security vulnerability auth system
T0027,Clean up old logs from server,2025-09-11,Low,User_5,7.0,delayed,Design,Completed,10.6,52.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.3235294117647059,2.545977011494253,52.0,clean old log server
synthetic_84318,Create onboarding manual for new developers.,2025-08-03,Urgent,user7,8.0,On Time,Documentation,To Do,6.053766670927303,,,,,,,,,,,,,create onboarding manual new developer
T0101,Refactor module for scalability,2025-09-04,Medium,User_7,1.0,on-time,Development,In Progress,0.0,45.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,20.0,0.3823529411764705,1.0919540229885056,45.0,refactor module scalability
synthetic_17149,Conduct load testing for new API.,2025-08-11,Urgent,user2,2.0,Needs Improvement,Testing,To Do,4.434283857567285,,,,,,,,,,,,,conduct load testing new api
T0238,Fix critical bug in deployment pipeline,2025-08-13,High,User_1,10.0,delayed,Design,Pending,0.0,23.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,25.0,0.3888888888888889,2.3793103448275863,23.0,fix critical bug deployment pipeline
synthetic_84318,Create onboarding manual for new developers.,2025-08-03,Urgent,user7,8.0,On Time,Documentation,To Do,6.053766670927303,,,,,,,,,,,,,create onboarding manual new developer
T0184,Create UI wireframes for feature,2025-08-08,Medium,User_1,5.0,delayed,Design,In Progress,0.0,18.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,25.0,0.3888888888888889,1.404214559386973,18.0,create ui wireframes feature
T0155,Refactor module for scalability,2025-09-01,Medium,User_9,3.0,delayed,Documentation,In Progress,0.0,42.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,17.0,0.3076923076923077,1.2624521072796933,42.0,refactor module scalability
T0047,Send status update to manager,2025-08-18,Low,User_1,1.0,on-time,Design,Pending,0.0,28.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,25.0,0.3888888888888889,1.1321839080459768,28.0,send status update manager
synthetic_22687,Update Docker configurations.,2025-07-24,High,user7,8.0,Excellent,DevOps,To Do,5.744588277686071,,,,,,,,,,,,,update docker configuration
T0255,Restore database from backup,2025-07-30,High,User_7,5.0,on-time,Management,Completed,2.5,9.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,20.0,0.3823529411764705,0.9157088122605364,9.0,restore database backup
synthetic_84126,Prepare user guide for module deployment.,2025-08-12,Urgent,user9,1.0,Late,Documentation,To Do,10.429359294889036,,,,,,,,,,,,,prepare user guide module deployment
T0100,Update internal documentation,2025-09-07,Low,User_4,6.0,on-time,Design,Completed,11.9,48.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.28,1.3659003831417624,48.0,update internal documentation
T0150,Create UI wireframes for feature,2025-07-27,Medium,User_2,7.0,delayed,Management,In Progress,0.0,6.0,5.0,0.0,0.0,4.0,1.0,2.0,0.0,18.0,0.4814814814814814,1.4195402298850572,6.0,create ui wireframes feature
T0028,Update internal documentation,2025-09-04,Low,User_6,5.0,delayed,Development,Pending,0.0,45.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,21.0,0.3823529411764705,1.2030651340996168,45.0,update internal documentation
T0088,Update internal documentation,2025-08-06,Low,User_4,5.0,on-time,Design,In Progress,0.0,16.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.28,0.7030651340996169,16.0,update internal documentation
T0252,Restore database from backup,2025-07-23,High,User_5,9.0,late,Management,Completed,1.6,2.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,20.0,0.3235294117647059,1.2394636015325668,2.0,restore database backup
T0146,Review peer pull requests,2025-09-11,Medium,User_3,4.0,late,Development,In Progress,0.0,52.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,13.0,0.25,1.5459770114942528,52.0,review peer pull request
T0243,Resolve payment gateway timeout issue,2025-08-12,High,User_10,1.0,late,DevOps,In Progress,0.0,22.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.3103448275862069,1.0287356321839078,22.0,resolve payment gateway timeout issue
T0011,Schedule weekly team sync,2025-07-31,Low,User_4,6.0,delayed,Design,Pending,0.0,10.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,14.0,0.28,1.0440613026819925,10.0,schedule weekly team sync
T0128,Review peer pull requests,2025-08-14,Medium,User_2,1.0,delayed,DevOps,In Progress,0.0,24.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,18.0,0.4814814814814814,0.7298850574712643,24.0,review peer pull request
T0036,Send status update to manager,2025-09-14,Low,User_6,3.0,delayed,Development,Completed,8.4,55.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,21.0,0.3823529411764705,1.8199233716475087,55.0,send status update manager
T0002,Organize shared team files,2025-09-15,Low,User_8,7.0,on-time,DevOps,Completed,5.5,56.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,0.3870967741935484,1.9482758620689653,56.0,organize shared team file
T0075,Schedule weekly team sync,2025-08-27,Low,User_3,2.0,late,Management,Pending,0.0,37.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0,13.0,0.25,1.065134099616858,37.0,schedule weekly team sync
T0153,Write integration tests for API,2025-08-19,Medium,User_5,1.0,delayed,Development,Completed,6.2,29.0,5.0,0.0,1.0,2.0,0.0,2.0,1.0,20.0,0.3235294117647059,1.1494252873563218,29.0,write integration test api
T0069,Update internal documentation,2025-08-21,Low,User_6,10.0,delayed,Documentation,Pending,0.0,31.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,21.0,0.3823529411764705,1.5172413793103448,31.0,update internal documentation
synthetic_84318,Create onboarding manual for new developers.,2025-08-03,Urgent,user7,8.0,On Time,Documentation,To Do,6.053766670927303,,,,,,,,,,,,,create onboarding manual new developer
T0187,Write integration tests for API,2025-07-29,Medium,User_8,8.0,late,Testing,Pending,0.0,8.0,5.0,0.0,1.0,5.0,2.0,2.0,0.0,15.0,0.3870967741935484,1.565134099616858,8.0,write integration test api
T0253,Patch security vulnerability in auth system,2025-08-07,High,User_1,4.0,late,Design,Completed,9.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.3888888888888889,1.6091954022988504,17.0,patch security vulnerability auth system
T0168,Refactor module for scalability,2025-08-01,Medium,User_1,1.0,on-time,Development,In Progress,0.0,11.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,25.0,0.3888888888888889,0.5057471264367815,11.0,refactor module scalability
synthetic_87737,Setup monitoring for production servers.,2025-08-07,Urgent,user8,2.0,On Time,DevOps,To Do,11.090443250925714,,,,,,,,,,,,,setup monitoring production server
T0180,Create UI wireframes for feature,2025-08-04,Medium,User_10,1.0,late,Testing,Completed,9.5,14.0,5.0,0.0,0.0,5.0,0.0,2.0,1.0,17.0,0.3103448275862069,0.8908045977011493,14.0,create ui wireframes feature
T0121,Create UI wireframes for feature,2025-09-07,Medium,User_7,4.0,late,Development,Completed,2.1,48.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,20.0,0.3823529411764705,1.8103448275862064,48.0,create ui wireframes feature
T0228,Fix critical bug in deployment pipeline,2025-08-14,High,User_3,6.0,on-time,Testing,Completed,4.8,24.0,6.0,1.0,0.0,5.0,0.0,0.0,1.0,13.0,0.25,1.9521072796934864,24.0,fix critical bug deployment pipeline
T0295,Patch security vulnerability in auth system,2025-08-09,High,User_9,8.0,delayed,Management,Completed,2.1,19.0,6.0,0.0,1.0,4.0,0.0,0.0,1.0,17.0,0.3076923076923077,2.0881226053639845,19.0,patch security vulnerability auth system
T0148,Update user guides,2025-08-13,Medium,User_5,8.0,delayed,Documentation,Pending,0.0,23.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,20.0,0.3235294117647059,1.157088122605364,23.0,update user guide
synthetic_53217,Conduct weekly team review.,2025-08-10,High,user1,5.0,Late,Management,To Do,11.575563571493214,,,,,,,,,,,,,conduct weekly team review
T0185,Write integration tests for API,2025-08-14,Medium,User_6,4.0,on-time,DevOps,In Progress,0.0,24.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,21.0,0.3823529411764705,1.3965517241379308,24.0,write integration test api
T0273,Deploy hotfix for customer complaints,2025-08-29,High,User_1,3.0,on-time,Design,In Progress,0.0,39.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.3888888888888889,1.544061302681992,39.0,deploy hotfix customer complaint
T0033,Update internal documentation,2025-08-18,Low,User_8,4.0,late,Documentation,Completed,1.5,28.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,15.0,0.3870967741935484,0.7988505747126436,28.0,update internal documentation
T0191,Refactor module for scalability,2025-08-02,Medium,User_7,10.0,on-time,Management,In Progress,0.0,12.0,4.0,0.0,1.0,4.0,1.0,2.0,0.0,20.0,0.3823529411764705,1.5229885057471264,12.0,refactor module scalability
T0271,Patch security vulnerability in auth system,2025-08-10,High,User_7,1.0,late,Development,Pending,0.0,20.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,20.0,0.3823529411764705,1.3275862068965518,20.0,patch security vulnerability auth system
T0215,Restore database from backup,2025-08-23,High,User_9,2.0,on-time,Testing,In Progress,0.0,33.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,17.0,0.3076923076923077,0.9961685823754788,33.0,restore database backup
synthetic_10835,Conduct weekly team review.,2025-07-27,Low,user4,4.0,Late,Management,To Do,6.51233784951901,,,,,,,,,,,,,conduct weekly team review
synthetic_32669,Fix bugs in profile update API.,2025-07-24,Urgent,user4,1.0,Needs Improvement,Development,To Do,11.077699779135612,,,,,,,,,,,,,fix bug profile update api
